road_link_id,from_node_id,to_node_id,time_period,volume,CA,CD,queue,queue_percentage,travel_time,waiting_time_in_sec,speed,notes
1,1,2,0645:00_0646:00,18.000,753.000,737.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0646:00_0647:00,16.000,770.000,753.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0647:00_0648:00,17.000,788.000,770.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0648:00_0649:00,18.000,804.000,788.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0649:00_0650:00,16.000,820.000,804.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0650:00_0651:00,16.000,839.000,820.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0651:00_0652:00,19.000,855.000,839.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0652:00_0653:00,16.000,871.000,855.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0653:00_0654:00,16.000,888.000,871.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0654:00_0655:00,17.000,907.000,888.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0655:00_0656:00,19.000,922.000,907.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0656:00_0657:00,15.000,940.000,922.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0657:00_0658:00,18.000,957.000,940.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0658:00_0659:00,17.000,973.000,957.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0659:00_0700:00,16.000,993.000,973.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0700:00_0701:00,20.000,1007.000,993.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0701:00_0702:00,14.000,1023.000,1007.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0702:00_0703:00,16.000,1040.000,1023.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0703:00_0704:00,17.000,1056.000,1040.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0704:00_0705:00,16.000,1073.000,1056.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0705:00_0706:00,17.000,1092.000,1073.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0706:00_0707:00,19.000,1110.000,1092.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0707:00_0708:00,18.000,1127.000,1110.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0708:00_0709:00,17.000,1144.000,1127.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0709:00_0710:00,17.000,1159.000,1144.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0710:00_0711:00,15.000,1177.000,1159.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0711:00_0712:00,18.000,1195.000,1177.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0712:00_0713:00,18.000,1208.000,1195.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0713:00_0714:00,13.000,1225.000,1208.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0714:00_0715:00,17.000,1244.000,1225.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0715:00_0716:00,19.000,1263.000,1244.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0716:00_0717:00,19.000,1280.000,1263.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0717:00_0718:00,17.000,1295.000,1280.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0718:00_0719:00,15.000,1314.000,1295.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0719:00_0720:00,19.000,1328.000,1314.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0720:00_0721:00,14.000,1345.000,1328.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0721:00_0722:00,17.000,1362.000,1345.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0722:00_0723:00,17.000,1380.000,1362.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0723:00_0724:00,18.000,1397.000,1380.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0724:00_0725:00,17.000,1414.000,1397.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0725:00_0726:00,17.000,1430.000,1414.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0726:00_0727:00,16.000,1449.000,1430.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0727:00_0728:00,19.000,1466.000,1449.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0728:00_0729:00,17.000,1481.000,1466.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0729:00_0730:00,15.000,1498.000,1481.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0730:00_0731:00,17.000,1516.000,1498.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0731:00_0732:00,18.000,1530.000,1516.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0732:00_0733:00,14.000,1551.000,1530.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0733:00_0734:00,21.000,1565.000,1551.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0734:00_0735:00,14.000,1584.000,1565.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0735:00_0736:00,19.000,1602.000,1584.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0736:00_0737:00,18.000,1617.000,1602.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0737:00_0738:00,15.000,1632.000,1617.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0738:00_0739:00,15.000,1651.000,1632.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0739:00_0740:00,19.000,1667.000,1651.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0740:00_0741:00,16.000,1685.000,1667.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0741:00_0742:00,18.000,1702.000,1685.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0742:00_0743:00,17.000,1717.000,1702.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0743:00_0744:00,15.000,1736.000,1717.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0744:00_0745:00,19.000,1751.000,1736.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0745:00_0746:00,15.000,1770.000,1751.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0746:00_0747:00,19.000,1787.000,1770.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0747:00_0748:00,17.000,1805.000,1787.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0748:00_0749:00,18.000,1821.000,1805.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0749:00_0750:00,16.000,1837.000,1821.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0750:00_0751:00,16.000,1855.000,1837.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0751:00_0752:00,18.000,1872.000,1855.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0752:00_0753:00,17.000,1888.000,1872.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0753:00_0754:00,16.000,1907.000,1888.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0754:00_0755:00,19.000,1921.000,1907.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0755:00_0756:00,14.000,1941.000,1921.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0756:00_0757:00,20.000,1957.000,1941.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0757:00_0758:00,16.000,1975.000,1957.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0758:00_0759:00,18.000,1991.000,1975.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0759:00_0800:00,16.000,2010.000,1991.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0800:00_0801:00,19.000,2025.000,2010.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0801:00_0802:00,15.000,2040.000,2025.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0802:00_0803:00,15.000,2058.000,2040.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0803:00_0804:00,18.000,2076.000,2058.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0804:00_0805:00,18.000,2092.000,2076.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0805:00_0806:00,16.000,2110.000,2092.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0806:00_0807:00,18.000,2125.000,2110.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0807:00_0808:00,15.000,2144.000,2125.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0808:00_0809:00,19.000,2159.000,2144.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0809:00_0810:00,15.000,2177.000,2159.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0810:00_0811:00,18.000,2193.000,2177.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0811:00_0812:00,16.000,2211.000,2193.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0812:00_0813:00,18.000,2228.000,2211.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0813:00_0814:00,17.000,2243.000,2228.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0814:00_0815:00,15.000,2260.000,2243.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0815:00_0816:00,17.000,2279.000,2260.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0816:00_0817:00,19.000,2296.000,2279.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0817:00_0818:00,17.000,2313.000,2296.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0818:00_0819:00,17.000,2328.000,2313.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0819:00_0820:00,15.000,2343.000,2328.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0820:00_0821:00,15.000,2365.000,2343.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0821:00_0822:00,22.000,2381.000,2365.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0822:00_0823:00,16.000,2396.000,2381.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0823:00_0824:00,15.000,2415.000,2396.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0824:00_0825:00,19.000,2430.000,2415.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0825:00_0826:00,15.000,2444.000,2430.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0826:00_0827:00,14.000,2466.000,2444.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0827:00_0828:00,22.000,2481.000,2466.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0828:00_0829:00,15.000,2499.000,2481.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0829:00_0830:00,18.000,2517.000,2499.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0830:00_0831:00,18.000,2533.000,2517.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0831:00_0832:00,16.000,2550.000,2533.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0832:00_0833:00,17.000,2568.000,2550.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0833:00_0834:00,18.000,2583.000,2568.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0834:00_0835:00,15.000,2600.000,2583.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0835:00_0836:00,17.000,2618.000,2600.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0836:00_0837:00,18.000,2635.000,2618.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0837:00_0838:00,17.000,2652.000,2635.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0838:00_0839:00,17.000,2667.000,2652.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0839:00_0840:00,15.000,2685.000,2667.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0840:00_0841:00,18.000,2702.000,2685.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0841:00_0842:00,17.000,2719.000,2702.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0842:00_0843:00,17.000,2735.000,2719.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0843:00_0844:00,16.000,2751.000,2735.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0844:00_0845:00,16.000,2770.000,2751.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0845:00_0846:00,19.000,2787.000,2770.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0846:00_0847:00,17.000,2802.000,2787.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0847:00_0848:00,15.000,2823.000,2802.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0848:00_0849:00,21.000,2839.000,2823.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0849:00_0850:00,16.000,2854.000,2839.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0850:00_0851:00,15.000,2870.000,2854.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0851:00_0852:00,16.000,2889.000,2870.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0852:00_0853:00,19.000,2905.000,2889.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0853:00_0854:00,16.000,2923.000,2905.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0854:00_0855:00,18.000,2938.000,2923.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0855:00_0856:00,15.000,2954.000,2938.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0856:00_0857:00,16.000,2972.000,2954.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0857:00_0858:00,18.000,2991.000,2972.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0858:00_0859:00,19.000,3006.000,2991.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0859:00_0900:00,15.000,3025.000,3006.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0900:00_0901:00,19.000,3040.000,3025.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0901:00_0902:00,15.000,3056.000,3040.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0902:00_0903:00,16.000,3074.000,3056.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0903:00_0904:00,18.000,3092.000,3074.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0904:00_0905:00,18.000,3109.000,3092.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0905:00_0906:00,17.000,3125.000,3109.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0906:00_0907:00,16.000,3142.000,3125.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0907:00_0908:00,17.000,3158.000,3142.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0908:00_0909:00,16.000,3178.000,3158.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0909:00_0910:00,20.000,3194.000,3178.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0910:00_0911:00,16.000,3211.000,3194.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0911:00_0912:00,17.000,3229.000,3211.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0912:00_0913:00,18.000,3244.000,3229.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0913:00_0914:00,15.000,3259.000,3244.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0914:00_0915:00,15.000,3277.000,3259.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0915:00_0916:00,18.000,3292.000,3277.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0916:00_0917:00,15.000,3312.000,3292.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0917:00_0918:00,20.000,3330.000,3312.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0918:00_0919:00,18.000,3345.000,3330.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0919:00_0920:00,15.000,3361.000,3345.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0920:00_0921:00,16.000,3381.000,3361.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0921:00_0922:00,20.000,3395.000,3381.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0922:00_0923:00,14.000,3414.000,3395.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0923:00_0924:00,19.000,3430.000,3414.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0924:00_0925:00,16.000,3446.000,3430.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0925:00_0926:00,16.000,3464.000,3446.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0926:00_0927:00,18.000,3480.000,3464.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0927:00_0928:00,16.000,3495.000,3480.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0928:00_0929:00,15.000,3516.000,3495.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0929:00_0930:00,21.000,3533.000,3516.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0930:00_0931:00,17.000,3549.000,3533.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0931:00_0932:00,16.000,3565.000,3549.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0932:00_0933:00,16.000,3581.000,3565.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0933:00_0934:00,16.000,3599.000,3581.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0934:00_0935:00,18.000,3617.000,3599.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0935:00_0936:00,18.000,3634.000,3617.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0936:00_0937:00,17.000,3653.000,3634.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0937:00_0938:00,19.000,3667.000,3653.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0938:00_0939:00,14.000,3686.000,3667.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0939:00_0940:00,19.000,3702.000,3686.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0940:00_0941:00,16.000,3719.000,3702.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0941:00_0942:00,17.000,3738.000,3719.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0942:00_0943:00,19.000,3753.000,3738.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0943:00_0944:00,15.000,3769.000,3753.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0944:00_0945:00,16.000,3788.000,3769.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0945:00_0946:00,19.000,3803.000,3788.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0946:00_0947:00,15.000,3820.000,3803.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0947:00_0948:00,17.000,3839.000,3820.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0948:00_0949:00,19.000,3855.000,3839.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0949:00_0950:00,16.000,3870.000,3855.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0950:00_0951:00,15.000,3889.000,3870.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0951:00_0952:00,19.000,3903.000,3889.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0952:00_0953:00,14.000,3923.000,3903.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0953:00_0954:00,20.000,3941.000,3923.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0954:00_0955:00,18.000,3955.000,3941.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0955:00_0956:00,14.000,3971.000,3955.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0956:00_0957:00,16.000,3990.000,3971.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0957:00_0958:00,19.000,4006.000,3990.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0958:00_0959:00,16.000,4025.000,4006.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,0959:00_1000:00,19.000,4041.000,4025.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1000:00_1001:00,16.000,4058.000,4041.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1001:00_1002:00,17.000,4073.000,4058.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1002:00_1003:00,15.000,4092.000,4073.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1003:00_1004:00,19.000,4107.000,4092.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1004:00_1005:00,15.000,4126.000,4107.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1005:00_1006:00,19.000,4143.000,4126.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1006:00_1007:00,17.000,4158.000,4143.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1007:00_1008:00,15.000,4174.000,4158.000,0.000,0.000,1.000,0.000,360.000,simulation-based
1,1,2,1008:00_1009:00,16.000,4192.000,4174.000,0.000,0.000,1.000,0.000,360.000,simulation-based
